Ticker.Symbol,Period.Ending,Total.Current.Assets,Total.Current.Liabilities,Total.Assets,Total.Liabilities,Total.Equity,Net.Income,Total.Revenue,Gross.Profit,Operating.Income,Cost.of.Revenue,Inventory,Cash.and.Cash.Equivalents,Capital.Expenditures,Earnings.Per.Share,Interest.Expense,current_ratio,quick_ratio,cash_ratio,debt_equity,debt_ratio,net_margin,gross_margin,operating_margin,roa,roe,interest_coverage,asset_turnover,inventory_turnover,investable
ABC,2013-09-30,14393651000,14870635000,18918638000,16598893000,2319745000,433707000,87959167000,2507819000,898399000,85451348000,6981494000,1231006000,-202450000,1.88,73897000,0.9679244363135804,0.4984425345656053,0.08278099758349257,7.155481744760738,0.877383086456858,0.004930776572724933,0.02851117268993691,0.010213818873477963,0.022924853258463954,0.1869632222507215,12.157448881551348,4.649339291760855,12.239693681610268,0
ABT,2012-12-31,31323000000,13280000000,67235000000,40514000000,26721000000,5963000000,19050000000,10151000000,1360000000,8899000000,3793000000,10802000000,-1795000000,3.76,320000000,2.358659638554217,2.0730421686746987,0.8134036144578313,1.516185771490588,0.6025730646240797,0.3130183727034121,0.5328608923884515,0.07139107611548556,0.08868892689819291,0.22315781595000186,4.25,0.28333457276715995,2.3461639862905352,1
ABT,2013-12-31,19247000000,9507000000,42953000000,17782000000,25171000000,2576000000,19657000000,10464000000,2133000000,9193000000,2693000000,3475000000,-1145000000,1.64,145000000,2.024508257073735,1.7412432944146419,0.36552014305248764,0.7064478963887013,0.4139873815565851,0.13104746400773262,0.5323294500686778,0.1085109630157196,0.05997252811212255,0.10233999443804379,14.710344827586207,0.4576397457686308,3.4136650575566283,1
ABT,2014-12-31,13556000000,10467000000,41207000000,19681000000,21526000000,2284000000,20247000000,11029000000,2599000000,9218000000,2643000000,4063000000,-1077000000,1.5,150000000,1.295117989872934,1.0426101079583452,0.3881723511990064,0.914289696181362,0.47761302691290314,0.11280683558057984,0.5447226749641922,0.12836469600434633,0.05542747591428641,0.1061042460280591,17.326666666666668,0.4913485572839566,3.4877033673855466,1
ABT,2015-12-31,14155000000,9186000000,41247000000,20036000000,21211000000,4423000000,20405000000,11658000000,2867000000,8747000000,2599000000,5001000000,-1110000000,2.94,163000000,1.540931852819508,1.2580013063357283,0.5444154147615937,0.9446042147942105,0.4857565398695663,0.21676059789267335,0.5713305562362166,0.1405047782406273,0.10723204111814193,0.20852387911932488,17.588957055214724,0.49470264504085143,3.3655252020007693,1
ADBE,2013-11-29,4045929000,1525648000,10380298000,3655664000,6724634000,289985000,4055240000,3468683000,422723000,586557000,0,834556000,-188358000,0.58,67508000,2.651941339024467,2.651941339024467,0.5470173985086992,0.5436227458624514,0.35217331910895044,0.0715087146506742,0.8553582525325258,0.1042411793136781,0.027936095861602433,0.043122793002563414,6.261820821236002,0.3906670116792408,Inf,0
ADBE,2014-11-28,4602328000,2494435000,10785829000,4009924000,6775905000,268395000,4147065000,3524985000,412685000,622080000,0,1117400000,-148332000,0.54,59732000,1.8450382551559772,1.8450382551559772,0.44795715262173597,0.5917916499714798,0.37177707898020634,0.06471926531173251,0.8499951170285491,0.09951254682528488,0.024884039975045034,0.039610207049833195,6.908943279983928,0.38449200334995115,Inf,0
ADBE,2015-11-27,4821892000,2213556000,11726472000,4724892000,7001580000,629551000,4795511000,4051194000,903095000,744317000,0,876560000,-184936000,1.26,64184000,2.178346515742091,2.178346515742091,0.3959963063956819,0.6748322521488007,0.40292527880508305,0.13127923176487344,0.844788803528967,0.18832091095192985,0.05368630906209472,0.08991556191602466,14.070406955004362,0.4089474651881657,Inf,0
ADBE,2016-12-02,5839774000,2811635000,12707114000,5282279000,7424835000,1168782000,5854430000,5034522000,1493602000,819908000,0,1011315000,-203805000,NA,70442000,2.0770028826643574,2.0770028826643574,0.3596892911064203,0.7114338567793089,0.415694625860758,0.19964061403074254,0.8599508406454599,0.2551233851971926,0.09197855626383772,0.15741521528761246,21.20328781124897,0.46072066403118755,Inf,1
ADI,2013-11-02,5472425000,570512000,6381750000,1642174000,4739576000,673487000,2633689000,1692411000,753075000,941278000,283337000,392089000,-123074000,2.19,27102000,9.592129525759319,9.095493171046359,0.6872581120116668,0.34648120422586326,0.2573234614329925,0.25572001857470644,0.6426009297225299,0.28593922820803824,0.10553327848944255,0.14209857590636799,27.786694708877572,0.4126907196301955,3.3221146549868177,1
ADI,2014-11-01,3811886000,709056000,6859690000,2101793000,4757897000,629320000,2864773000,1830188000,752484000,1034585000,367927000,569233000,-177913000,0.35,34784000,5.376001331347594,4.857104375394891,0.802804009838433,0.4417483186374148,0.306397665200614,0.21967534600472707,0.6388596932462014,0.2626679321537867,0.09174175509388909,0.13226852115546006,21.63304967801288,0.41762426581959244,2.811930083956872,1
ADI,2015-10-31,4079548000,1113585000,7058777000,1985818000,5072959000,696878000,3435092000,2259262000,830841000,1175830000,412314000,884353000,-153960000,0.31,27030000,3.6634365585024944,3.293178338429487,0.7941495260801825,0.3914516163051978,0.2813260710743518,0.20287025791448962,0.6577005797806871,0.24186863117494378,0.09872503409584975,0.1373711082624559,30.737735849056605,0.486641241110181,2.8517828645158785,1
ADI,2016-10-29,4974863000,782934000,7970278000,2804660000,5165618000,861664000,3421409000,2227173000,1028112000,1194236000,376555000,921132000,-127397000,0.96,88757000,6.354128189604743,5.873174494912726,1.1765129627784718,0.5429476202073015,0.3518898587978989,0.251844780907515,0.6509519908318473,0.30049374395168776,0.1081096543934854,0.16680753396786213,11.58344693939633,0.42927097398610187,3.1714782701066246,1
ADM,2012-12-31,29762000000,16993000000,45136000000,26005000000,18920000000,1375000000,90559000000,3623000000,1715000000,86936000000,13836000000,5352000000,-1240000000,NA,445000000,1.7514270582004354,0.9372094391808392,0.31495321603013005,1.3744714587737843,0.5761476426799007,0.015183471548934948,0.04000706721584823,0.018937929968307954,0.03046348812477845,0.07267441860465117,3.853932584269663,2.0063585607940446,6.283318878288522,0
ADM,2013-12-31,28530000000,15658000000,43752000000,23558000000,20156000000,1342000000,89804000000,3889000000,1871000000,85915000000,11441000000,7082000000,-913000000,2.03,413000000,1.8220717843913654,1.0913909822454975,0.45229275769574656,1.1687834887874577,0.538443956847687,0.014943655071043607,0.043305420693955723,0.02083426128012115,0.030672883525324556,0.06658067076800953,4.530266343825666,2.052569025415981,7.509396031815401,0
ADM,2014-12-31,26028000000,15602000000,43997000000,24367000000,19575000000,2248000000,81201000000,4768000000,2756000000,76433000000,9374000000,5976000000,-894000000,3.44,337000000,1.668247660556339,1.0674272529162927,0.3830278169465453,1.2448020434227332,0.5538332159010841,0.027684388123298972,0.05871848868856295,0.03394046871343949,0.05109439279950906,0.11484035759897829,8.178041543026707,1.845603109302907,8.153723063793471,1
ADM,2015-12-31,21829000000,13505000000,40157000000,22242000000,17899000000,1849000000,67702000000,4020000000,1810000000,63682000000,8243000000,6124000000,-1125000000,2.99,308000000,1.6163643095149944,1.0059977786005183,0.4534616808589411,1.242639253589586,0.5538760365565156,0.027310862308351305,0.059377861806150484,0.026734808425157307,0.046044276215852775,0.10330186043913067,5.876623376623376,1.6859327140971687,7.725585345141332,1
ADS,2014-12-31,13814776000,6305483000,20263977000,17867597000,2396380000,506293000,5302940000,1658961000,1098467000,3643979000,0,1597492000,-158694000,8.72,260526000,2.190914795900647,2.190914795900647,0.2533496640939322,7.456078334821689,0.881741871301966,0.09547402007188466,0.31283797289805276,0.20714301877826263,0.024984878338541343,0.21127408841669518,4.216343090516878,0.26169295395469505,Inf,0
ADSK,2013-01-31,2552400000,1043700000,4308400000,2265200000,2043200000,247400000,2312200000,2073700000,305900000,238500000,0,1612200000,-56400000,1.09,0,2.4455303248059788,2.4455303248059788,1.5446967519402126,1.1086530931871574,0.5257636245473958,0.10699766456188911,0.896851483435689,0.13229824409653143,0.057422709126357815,0.12108457321848082,Inf,0.5366725466530499,Inf,1
ADSK,2014-01-31,2835000000,1071500000,4595000000,2333500000,2261500000,228800000,2273900000,1999600000,284800000,274300000,0,1853000000,-64200000,1.02,4900000,2.645823611759216,2.645823611759216,1.729351376574895,1.031837276144152,0.5078346028291622,0.10062008003870003,0.8793702449536039,0.12524737235586436,0.04979325353645266,0.10117178863586115,58.12244897959184,0.4948639825897715,Inf,1
ADSK,2015-01-31,2671300000,1400100000,4909700000,2690500000,2219200000,81800000,2512200000,2170100000,120700000,342100000,0,1410600000,-75500000,0.36,37700000,1.907935147489465,1.907935147489465,1.007499464323977,1.212373828406633,0.5479968226164531,0.032561101823103254,0.8638245362630363,0.048045537775654804,0.016660895777746095,0.03686012977649603,3.2015915119363396,0.5116809581033465,Inf,0
ADSK,2016-01-31,2993100000,1591000000,5515300000,3895700000,1619600000,-330500000,2504100000,2133400000,1300000,370700000,0,1353000000,-72400000,-1.46,21600000,1.881269641734758,1.881269641734758,0.8504085480829667,2.405346999259076,0.7063441698547677,-0.13198354698294795,0.8519627810390958,5.191485963020646e-4,-0.0599242108316864,-0.2040627315386515,0.06018518518518518,0.45402788606240824,Inf,0
AEE,2012-12-31,3596000000,2686000000,22230000000,15614000000,6616000000,-974000000,5781000000,2304000000,1188000000,3477000000,570000000,184000000,-1063000000,-4.01,392000000,1.3387937453462397,1.1265822784810127,0.06850335070737155,2.360036275695284,0.7023841655420603,-0.16848296142535893,0.3985469641930462,0.20550077841203945,-0.043814664867296446,-0.14721886336154777,3.0306122448979593,0.2600539811066127,6.1,0
AEE,2013-12-31,1972000000,2461000000,21042000000,14498000000,6544000000,295000000,5838000000,2348000000,1184000000,3490000000,526000000,30000000,-1379000000,1.19,398000000,0.8013002844372207,0.5875660300690776,0.012190166598943519,2.2154645476772616,0.6890029464879764,0.05053100376841384,0.40219253168893454,0.20280918122644742,0.01401957988784336,0.04507946210268949,2.9748743718592965,0.2774451097804391,6.634980988593156,0
AEE,2014-12-31,1694000000,2249000000,22289000000,15576000000,6713000000,592000000,6053000000,2467000000,1254000000,3586000000,524000000,5000000,-1785000000,2.42,341000000,0.753223654957759,0.5202312138728323,0.0022232103156958646,2.320274095039476,0.6988200457624837,0.09780274244176441,0.4075664959524203,0.20716999834792665,0.026560186639149354,0.0881870996573812,3.6774193548387095,0.27156893534927545,6.843511450381679,0
AEE,2015-12-31,1917000000,2093000000,23640000000,16694000000,6946000000,636000000,6098000000,2597000000,1259000000,3501000000,538000000,292000000,-1917000000,2.6,355000000,0.915910176779742,0.6588628762541806,0.13951266125179168,2.40339763892888,0.706175972927242,0.104296490652673,0.4258773368317481,0.20646113479829453,0.026903553299492386,0.09156348977828967,3.546478873239437,0.2579526226734349,6.507434944237918,0
AEP,2012-12-31,4589000000,6823000000,54367000000,39130000000,15237000000,1259000000,14945000000,8550000000,2656000000,6395000000,1519000000,355000000,-3025000000,2.6,988000000,0.6725780448483072,0.4499487029166056,0.05202989887146416,2.568090831528516,0.7197380764066438,0.08424222147875543,0.5720976915356306,0.17771830043492806,0.0231574300586753,0.0826278138741222,2.688259109311741,0.2748910184486913,4.2100065832784725,0
AEP,2013-12-31,4310000000,6112000000,56414000000,40329000000,16085000000,1484200000,14813500000,8091200000,2822500000,6722300000,1423000000,188000000,-3616400000,3.04,890000000,0.7051701570680629,0.4723494764397906,0.030759162303664923,2.5072427727696613,0.714875740064523,0.10019239207479663,0.5462044756472136,0.19053566003982852,0.02630907221611657,0.09227230338824992,3.1713483146067416,0.2625855284149325,4.724033731553057,0
AEP,2014-12-31,4478100000,7966600000,59544600000,42724400000,16820200000,1638000000,16378600000,8692900000,3127400000,7685700000,1316600000,257700000,-4130000000,3.34,868000000,0.5621093063540281,0.3968443250571134,0.03234755102553159,2.540064921939097,0.7175193048571995,0.100008547739123,0.530747438731027,0.1909442809519739,0.027508791729224817,0.09738290864555713,3.602995391705069,0.2750644055044454,5.83753607777609,0
AEP,2015-12-31,4072400000,7108500000,61683100000,43791400000,17891700000,2052300000,16453200000,9019700000,3333500000,7433500000,1339400000,283700000,-4508000000,NA,873900000,0.5728916086375466,0.3844692973201097,0.03990996694098614,2.4475818396239597,0.7099416209626299,0.12473561374079206,0.5482033890063939,0.20260496438382808,0.033271674089013034,0.1147068193631684,3.814509669298547,0.266737566691687,5.549873077497387,0
AKAM,2012-12-31,728384000,202944000,2600627000,254873000,2345754000,203989000,1373947000,844047000,314487000,529900000,0,201989000,-166773000,1.15,0,3.5890886155786816,3.5890886155786816,0.9952942683695994,0.10865291074852691,0.09800444277476163,0.14846933688126251,0.6143228232238944,0.2288931086861429,0.07843839197239742,0.0869609515746323,Inf,0.5283137489536177,Inf,0
AKAM,2013-12-31,1029714000,263166000,2957685000,328254000,2629431000,293487000,1577922000,1066835000,413968000,511087000,0,333891000,-187964000,1.65,0,3.9127926859852717,3.9127926859852717,1.268746722600944,0.1248384156115905,0.11098342115539687,0.1859958857281919,0.6761012268033527,0.2623501034905401,0.09922861968059479,0.11161616334484532,Inf,0.5334990034435716,Inf,1
AKAM,2014-12-31,1262555000,334011000,4001546000,1056211000,2945335000,333948000,1963874000,1352931000,489519000,610943000,0,238650000,-207159000,1.87,15463000,3.7799803000499983,3.7799803000499983,0.714497426731455,0.35860470880222456,0.2639507330416794,0.170045532452693,0.6889092681098685,0.24926191802529082,0.08345474474115755,0.11338200917722432,31.65744034146026,0.49077881398839346,Inf,1
AKAM,2015-12-31,1253188000,332440000,4187925000,1067047000,3120878000,321406000,2197448000,1471828000,466150000,725620000,0,289473000,-311676000,1.8,18525000,3.7696667067741547,3.7696667067741547,0.8707526170135964,0.3419060277268128,0.2547913346108156,0.14626330179371708,0.6697896833053615,0.2121324372635894,0.076745882507447,0.10298576233995689,25.163292847503374,0.5247104472978862,Inf,1
ALB,2012-12-31,1407313000,385009000,3437291000,1603693000,1833598000,311536000,2519154000,898843000,399783000,1620311000,428145000,477696000,-280873000,3.49,32800000,3.655272993618331,2.5432340542688614,1.2407398268611902,0.8746153737078683,0.4665572394074287,0.12366691357495413,0.3568035141956387,0.15869732457801308,0.09063416510269279,0.1699041992846851,12.188506097560976,0.7328893596730681,3.7844912354459352,1
ALB,2013-12-31,1482915000,436363000,3584797000,1957436000,1627361000,413171000,2394270000,850471000,576675000,1543799000,436049000,477239000,-155346000,4.93,31559000,3.3983518309297533,2.3990714153124806,1.0936743032750256,1.2028283828849284,0.5460381717570061,0.1725665860575457,0.3552109828883125,0.2408562944028869,0.11525645664175684,0.2538901940012081,18.2729173928198,0.6678955600554229,3.540425502638465,1
ALB,2014-12-31,3348850000,1139886000,5223103000,3863638000,1359465000,133316000,2445548000,770848000,271298000,1674700000,358361000,2489768000,-110576000,1.69,41358000,2.9378815074489903,2.623498314743755,2.1842254400878685,2.842028297896599,0.73972081347046,0.05451375315471216,0.31520460853763654,0.11093546313546085,0.02552429082865109,0.09806504764742012,6.559746602833792,0.4682174561749979,4.6732205792483,0
ALB,2015-12-31,1831003000,1616685000,9615014000,6360622000,3254392000,334906000,3651335000,1196872000,442435000,2454463000,508728000,213734000,-227649000,3.01,132722000,1.1325663317220114,0.8178927867828303,0.13220509870506622,1.9544732165024987,0.66153018601949,0.09172152103271818,0.327790246581045,0.12117074987641506,0.034831566547901024,0.10290893045459797,3.333546812133633,0.3797534772180259,4.824705933229545,1
ALK,2012-12-31,1737000000,1501000000,5505000000,4084000000,1421000000,316000000,4657000000,2338000000,532000000,2319000000,58000000,174000000,-518000000,4.47,46000000,1.1572285143237842,1.1185876082611592,0.11592271818787475,2.8740323715693172,0.7418710263396912,0.06785484217307279,0.5020399398754563,0.11423663302555292,0.05740236148955495,0.22237860661505982,11.565217391304348,0.8459582198001816,39.98275862068966,0
ALK,2013-12-31,1762000000,1580000000,5838000000,3809000000,2029000000,508000000,5156000000,2801000000,838000000,2355000000,60000000,80000000,-566000000,7.26,35000000,1.1151898734177215,1.0772151898734177,0.05063291139240506,1.8772794480039428,0.6524494689962316,0.09852598913886734,0.5432505818463925,0.16252909231962762,0.08701610140459061,0.2503696402168556,23.942857142857143,0.88317917094895515,39.25,1
ALK,2014-12-31,1639000000,1671000000,6064000000,3937000000,2127000000,605000000,5368000000,3043000000,962000000,2325000000,58000000,107000000,-694000000,4.47,28000000,0.9808497905445841,0.9461400359066428,0.06403351286654697,1.850963798777621,0.6492414248021108,0.11270491803278689,0.5668777943368107,0.17921013412816691,0.09976912928759894,0.2844381758345087,34.357142857142854,0.8852242744063324,40.08620689655172,1
ALK,2015-12-31,1663000000,1806000000,6533000000,4122000000,2411000000,848000000,5598000000,3663000000,1298000000,1935000000,51000000,73000000,-831000000,6.61,8000000,0.9208194905869325,0.8925802879291251,0.040420819490586936,1.7096640398175031,0.6309505587019746,0.15148267238299393,0.6543408360128617,0.23186852447302608,0.12980254094596663,0.3517212774782248,162.25,0.856880453084341,37.94117647058823,1
ALXN,2013-12-31,2186857000,582429000,3317696000,935617000,2382079000,252895000,1551346000,1373790000,528010000,177556000,102602000,529857000,-29329000,1.29,4112000,3.7547186008938427,3.578556356225394,0.9097366374270512,0.3927732875358038,0.2820080561932136,0.1630165030882859,0.8855471313298259,0.3403560520992738,0.07622609184204943,0.1061656645308573,128.40710116731518,0.46759739288952334,1.7305315685854077,1
ALXN,2014-12-31,2796029000,606740000,4201962000,899944000,3302018000,657000000,2234000000,2060000000,869000000,174000000,176441000,943999000,-137000000,3.32,3000000,4.608281965916208,4.3174803045785675,1.5558542373998747,0.27254363846593205,0.21417233187734683,0.29409131602506716,0.9221128021486124,0.38898836168307965,0.1563555310590624,0.19896923638817232,289.6666666666667,0.53165640241392,0.9861653470565231,1
ALXN,2015-12-31,2416000000,709000000,13097000000,4838000000,8259000000,144000000,2604000000,2371000000,537000000,233000000,290000000,1010000000,-286000000,0.68,48000000,3.4076163610719323,2.9985895627644568,1.4245416078984485,0.5857852040198571,0.36939757196304496,0.055299539170506916,0.9105222734254992,0.20622119815668202,0.010994884324654501,0.017435524881946968,11.1875,0.1988241582041689,0.803448275862069,0
ALXN,2016-12-31,2578000000,823000000,13253000000,4559000000,8694000000,399000000,3084000000,2826000000,667000000,258000000,375000000,966000000,-333000000,NA,97000000,3.132442284325638,2.6767922235722965,1.1737545565006076,0.5243846330802853,0.34399758545235043,0.1293774319066148,0.9163424124513618,0.21627756160830092,0.030106391005810005,0.04589371980676329,6.876288659793815,0.23270202972911794,0.688,0
AMAT,2013-10-27,5642000000,2443000000,12043000000,4955000000,7088000000,256000000,7509000000,2991000000,432000000,4518000000,1413000000,1711000000,-197000000,0.21,95000000,2.30945558739255,1.731068358575522,0.7003683995088007,0.699068848758465,0.411442331644939,0.034092422426421624,0.39832201358369956,0.057530962844586496,0.02125716183675164,0.03611738148984198,4.5473684210526315,0.6235157352819065,3.1974522292993632,0
AMAT,2014-10-26,6967000000,2823000000,13174000000,5306000000,7868000000,1072000000,9072000000,3843000000,1520000000,5229000000,1567000000,3002000000,-241000000,0.88,95000000,2.467941905773999,1.9128586609989373,1.063407722281261,0.6743772241992882,0.4027630180658874,0.11816578483245149,0.4236111111111111,0.1675485008818342,0.08137240018217702,0.1362480935434672,16,0.6886291179596175,3.3369495851946396,1
AMAT,2015-10-25,9261000000,3798000000,15308000000,7695000000,7613000000,1377000000,9659000000,3952000000,1693000000,5707000000,1833000000,4797000000,-215000000,1.13,103000000,2.438388625592417,1.9557661927330174,1.2630331753554502,1.0107710495205569,0.5026783381238568,0.14256134175380475,0.40915208613728127,0.17527694378300032,0.08995296576953227,0.18087481938788913,16.436893203883496,0.6309772667886072,3.1134751773049647,1
AMAT,2016-10-30,8353000000,3632000000,14588000000,7371000000,7217000000,1721000000,10825000000,4511000000,2152000000,6314000000,2050000000,3406000000,-253000000,1.56,155000000,2.2998348017621146,1.735407488986784,0.9377753303964758,1.0213385063045586,0.505278310940499,0.15898383371824482,0.4167205542725173,0.19879907621247114,0.11797367699479024,0.23846473603990578,13.883870967741936,0.7420482588428846,3.08,1
AME,2012-12-31,1164743000,879969000,5190056000,2654905000,2535151000,459132000,3334213000,1180081000,745872000,2154132000,428935000,157984000,-57427000,1.9,75472000,1.3236182183690561,0.8361749107070817,0.17953359720626522,1.0472374229385153,0.511536869737051,0.13770326010965706,0.35393089763611385,0.2237025648931247,0.08846378536185351,0.18110637196758694,9.882764468942124,0.6424233187464644,5.022047629594227,1
AME,2013-12-31,1369129000,874545000,5877902000,2741781000,3136121000,516999000,3594136000,1270494000,815079000,2323642000,452848000,295203000,-63314000,2.12,73572000,1.5655329342686768,1.0477231017271837,0.33755038334219506,0.8742586781568696,0.46645571838387234,0.14384514108536794,0.35349079723193555,0.22678023313530707,0.08795638307681891,0.16485301428101787,11.078657641494047,0.6114657917059523,5.131174257145886,1
AME,2014-12-31,1578604000,936144000,6420963000,3181402000,3239561000,584460000,4021964000,1424947000,898586000,2597017000,495896000,377615000,-71327000,2.39,79928000,1.6862833068416825,1.156561383718744,0.40337277171033514,0.9820472588724213,0.49547116219171483,0.14531706400156738,0.35429133627252757,0.2234197024140445,0.09102372961812738,0.1804133337819538,11.242443198878991,0.6263801862742395,5.237019455692322,1
AME,2015-12-31,1619613000,1025172000,6664530000,3409904000,3254626000,590859000,3974295000,1425015000,907716000,2549280000,514451000,381005000,-69083000,2.46,91795000,1.5798451381816905,1.0780259312583644,0.3716498304674728,1.0477099365641398,0.5116495836915731,0.14867014149679378,0.35855793291640403,0.22839673451517817,0.08865726465332138,0.18154436177920288,9.888512446211667,0.5963353754878439,4.955340741878235,1
AMGN,2013-12-31,27367000000,7947000000,66125000000,44029000000,22096000000,5081000000,18676000000,15330000000,5867000000,3346000000,3019000000,3805000000,-693000000,6.75,1022000000,3.4436894425569395,3.0637976594941487,0.47879703032590915,1.9926230992034757,0.6658449905482041,0.27206039837224244,0.820839580209895,0.3141464981794817,0.07683931947069943,0.22995112237509052,5.740704500978474,0.28243478260869564,1.1083140112620073,1
AMGN,2014-12-31,34713000000,7008000000,69009000000,43231000000,25778000000,5158000000,20063000000,15641000000,6191000000,4422000000,2647000000,3731000000,-718000000,6.8,1071000000,4.953339041095891,4.5756278538812785,0.5323915525114156,1.677050197843122,0.6264545204248722,0.25709016597717194,0.7795942780242237,0.30857797936500025,0.07474387398745092,0.20009310264566685,5.780578898225957,0.29073019461229693,1.6705704571212694,1
AMGN,2015-12-31,38515000000,8664000000,71449000000,43366000000,28083000000,6939000000,21662000000,17435000000,8470000000,4227000000,2435000000,4144000000,-594000000,9.15,1095000000,4.445406278855033,4.1643582640812555,0.47830101569713757,1.5442082398604138,0.6069504121821159,0.3203305327301265,0.8048656633736497,0.39100729387868155,0.09711822418788227,0.247088986219421,7.735159817351598,0.3031812901510168,1.735934291581109,1
AMGN,2016-12-31,46010000000,11204000000,77626000000,47751000000,29875000000,7722000000,22991000000,18829000000,9794000000,4162000000,2745000000,3241000000,-738000000,NA,1260000000,4.106569082470546,3.861567297393788,0.2892716886826133,1.5983598326359834,0.6151418339216242,0.33587055804445215,0.8189726414684007,0.4259927797833935,0.0994769793625847,0.25847698744769876,7.773015873015873,0.2961765387885502,1.5162112932604737,1
AMT,2012-12-31,836267000,632178000,14089429000,10516328000,3573101000,637283000,2875960000,2153481000,1119719000,722479000,0,437934000,-568048000,1.61,401665000,1.3228347079461797,1.3228347079461797,0.6927384375919441,2.943193601300383,0.7463984523432425,0.2215896604959735,0.7487868398725991,0.3893374734001864,0.04523128651984406,0.1783557195836334,2.787693724870228,0.20412182779018226,Inf,0
