Date,Close,High,Low,Open,Volume,return_1d,volatility_21d,ma_20,ma_50,ma_200,rsi,macd,macd_signal,ema_50,ema_200,stoch_k,stoch_d,bb_upper,bb_lower,obv,anomaly
,,,,,,,,,,,,,,,,,,,,0.0,1
2018-01-02,66.055419921875,66.46509132891718,65.7194863675774,66.46509132891718,1573700.0,,,,,,,0.0,0.0,66.055419921875,66.055419921875,,,,,0.0,1
2018-01-03,65.309814453125,66.35038331953785,64.94930161738013,66.03902905190746,2403200.0,-0.011287574428136882,,,,,,-0.05947849893162527,-0.011895699786325055,66.02618049172794,66.04800096198694,,,,,-2403200.0,1
2018-01-04,65.72765350341797,66.19467845814698,65.11314665503312,65.33436636997342,2848200.0,0.006397798765648943,,,,,,-0.07206875477854169,-0.023930310784768382,66.0144735510099,66.04481342508576,,,,,445000.0,1
2018-01-05,66.22747039794922,66.29301931268301,65.68670122802828,66.12095184873466,2079900.0,0.0076043623633279545,,,,,,-0.041240185809627405,-0.027392285789740185,66.02282636853694,66.04663090740283,,,,,2524900.0,1
2018-01-08,66.9485092163086,67.16154012572875,66.22748969738934,66.28484345172281,1472100.0,0.01088730724617415,,,,,,0.040901991181115704,-0.013733430395569008,66.05912765668485,66.05560482092427,,,,,3997000.0,1
2018-01-09,67.39913940429688,67.6039751010328,66.86656534256556,66.9403031928676,1755400.0,0.006730996601168604,,,,,,0.14073998540162336,0.017161252763869463,66.11167713698336,66.06897332424143,,,,,5752400.0,1
2018-01-10,66.36677551269531,67.09599020034017,65.92432959247984,67.09599020034017,1311200.0,-0.01531716726246135,,,,,,0.13500294695202797,0.040729591601501164,66.12168099485442,66.07193653009669,,,,,4441200.0,1
2018-01-11,65.51464080810547,66.49785578774669,65.19509765877145,66.40772759166903,2130400.0,-0.012839778609205377,,,,,,0.060993063504838574,0.04478228598216864,66.09787549733485,66.0663912990321,,,,,2310800.0,1
2018-01-12,65.46549224853516,65.65393759560475,64.94111334638299,65.46549224853516,1485000.0,-0.0007501920023383901,,,,,,-0.00160764837539773,0.03550429911065537,66.07307615424467,66.06041220400228,,,,,825800.0,1
2018-01-16,64.45768737792969,65.89973225046172,64.3675591827034,65.4163168168763,2527500.0,-0.015394444248267636,,,,,,-0.1310301599153405,0.0021974073054561935,66.00972757478134,66.0444646932951,,,,,-1701700.0,1
2018-01-17,64.93291473388672,65.48187289131242,64.76904867978897,64.90014027284931,2115000.0,0.007372702547807419,,,,,,-0.1930264677986031,-0.03684736771535567,65.96749962023645,66.03340449469403,,,,,413300.0,1
2018-01-18,64.62974548339844,64.91652040955844,64.08898258913294,64.67891029275951,2538200.0,-0.004668961061285337,,,,,,-0.26358378349767975,-0.08219465087182048,65.91503867369379,66.01943773836274,,,,,-2124900.0,1
2018-01-19,65.70308685302734,66.27662418794408,64.87554905457196,65.13773844354648,2509600.0,0.016607544430213173,,,,,,-0.23023725453370503,-0.1118031716041974,65.90672683758922,66.0162899683594,,,,,384700.0,1
2018-01-22,66.2766342163086,66.35856724068145,65.63754787467559,65.78502981898237,1519200.0,0.008729382297733235,,,,,,-0.15573420423426398,-0.12058937813021073,65.9212330093037,66.01888045838875,62.237732221888095,,,,1903900.0,1
