Date,Close,High,Low,Open,Volume
,HAL,HAL,HAL,HAL,HAL
2018-01-02,42.85735321044922,43.05604644767138,42.08849576779705,42.26127020332163,7269200
2018-01-03,43.626197814941406,44.127252757805174,42.77959080725519,43.02147758217692,11181900
2018-01-04,44.60239791870117,44.731978733394385,43.39295720879961,43.937205857801395,10142700
2018-01-05,44.766536712646484,44.83564911959515,44.01495741211491,44.45553747229936,8617300
2018-01-08,45.172569274902344,45.233040990494345,44.40371178055152,44.628320539113034,7611900
2018-01-09,45.017059326171875,45.492195537918256,44.576476018663705,45.293502332841065,8587400
2018-01-10,45.32806396484375,45.431729280903234,44.62831566665504,45.00842402251379,9714200
2018-01-11,46.07101058959961,46.38200656963637,45.112097255300974,45.41445583122337,9086700
2018-01-12,45.906864166259766,46.235141501927146,45.509477720455564,45.941420369058626,9026800
2018-01-16,45.034332275390625,45.967326492326315,44.83563909303821,45.811826906926996,10231600
2018-01-17,45.656333923339844,46.07100174133828,45.00841998897574,45.33669730511588,8479900
2018-01-18,45.23302459716797,45.846382230429136,45.10344051331385,45.466273970829285,8388000
2018-01-19,45.794551849365234,45.94141404330823,44.42097428411926,44.93930736834931,10388000
2018-01-22,48.72313690185547,48.766330511897685,46.338811400175,46.66708876832603,17802800
2018-01-23,49.0946044921875,49.98440532040749,48.783605248606655,48.92182676848026,13756800
2018-01-24,47.80741500854492,49.10324302291228,47.79013690623136,49.00821510791824,12321200
2018-01-25,47.68647384643555,48.60219024419877,47.64328023633636,48.092497735921405,9436100
2018-01-26,48.04066467285156,48.34302322611026,47.651915607618186,47.94563675740995,7495100
2018-01-29,47.34090805053711,48.03201554778996,47.17677104977096,47.790128747616585,8567500
2018-01-30,46.77074432373047,46.86577222325407,45.86366552043701,46.85713482123398,10719500
2018-01-31,46.39064025878906,47.021276118599665,45.621782885807114,46.805304798303126,8580800
2018-02-01,47.09038543701172,47.25452575026245,46.157391042818375,46.33016875891665,8530400
2018-02-02,45.08617401123047,46.73619485330376,44.64559394464442,46.64980763882367,14070800
2018-02-05,43.22881317138672,45.28485743066038,42.909173297041086,44.481447282750764,12398500
2018-02-06,43.7385139465332,44.29140001485959,41.95890903057935,42.12304605228221,11153200
2018-02-07,42.92644500732422,44.41232828069096,42.91780760721711,43.85944240096188,8631600
2018-02-08,40.9567985534668,43.19426142721496,40.93088305115787,43.14242712713648,13885400
2018-02-09,40.343441009521484,41.518325452781994,38.96122266049592,41.241882442069006,17765800
2018-02-12,41.39739227294922,41.898447453180005,40.85314677154756,40.95681211055811,12278300
2018-02-13,40.93952941894531,41.22461318861762,40.49030860627041,41.07775095396364,6857700
2018-02-14,41.354183197021484,41.621988792769386,40.3520765066358,40.498938702839645,8741200
2018-02-15,40.5075798034668,41.16413445445614,40.02380616111758,41.034550345706435,15759700
2018-02-16,41.034549713134766,41.45785493912561,40.196579959182266,40.39527317286426,12205900
2018-02-20,40.74082946777344,41.44921513016849,40.39527403932964,41.12093780269297,7426100
2018-02-21,40.2138557434082,41.13821265164408,40.18794024173484,40.542133044933074,9845900
2018-02-22,40.714908599853516,41.39737537315062,40.4557437103961,40.542130908395116,8273000
2018-02-23,41.8552360534668,42.03665114352265,40.78401702061545,41.01726640588454,9069900
2018-02-26,41.66517639160156,41.86386956158329,41.13820597338655,41.673817087730335,8123000
2018-02-27,41.13821029663086,42.27853844142651,41.12957289505438,41.7429305662553,5941300
2018-02-28,40.101558685302734,41.55288642090794,40.05836507439594,41.47513660309119,10558600
2018-03-01,39.7646369934082,40.52485693595473,39.27222266466325,39.67824978661322,10113100
2018-03-02,39.7646369934082,39.91149919951252,39.02169515131281,39.488193977111415,6151500
2018-03-05,39.96332931518555,40.136107020387435,38.892113474762965,39.37589039023613,11767900
2018-03-06,39.8245735168457,40.40563937742866,39.56439620526656,40.39696823398743,5634400
2018-03-07,39.746517181396484,39.85925857044462,39.00934438569625,39.39093749670567,7735400
2018-03-08,39.90262222290039,40.128111625152684,39.512357956823195,39.76386078625806,9826000
2018-03-09,40.75253677368164,41.04740521859478,40.249524534810185,40.31023245214524,7326000
2018-03-12,40.691829681396484,41.160150784123644,40.5357259554878,40.68315853875355,5319900
2018-03-13,39.980674743652344,40.9520080843298,39.746517513161855,40.8305922438285,6439100
2018-03-14,40.102088928222656,40.72651364612189,40.03270656604879,40.22350475369381,5988300
2018-03-15,39.278194427490234,40.34492351093167,39.052705042372516,40.24085326844146,6871700
2018-03-16,39.81590270996094,40.09342561910241,39.16545777134799,39.34758156015944,8624700
2018-03-19,38.74917221069336,39.772539147166505,38.34155900308665,39.772539147166505,9488200
2018-03-20,39.45164489746094,39.61642304816117,38.87057918271128,38.9052703644376,6657400
2018-03-21,40.85660171508789,41.21217803119778,39.538366679957036,39.763852728181355,9667300
2018-03-22,40.2235221862793,40.717860151844725,40.03272391594368,40.4229916014781,11574700
2018-03-23,40.275550842285156,41.48971609427083,40.10210149914505,40.38829556199355,11514900
2018-03-26,40.94334030151367,41.099447352818665,40.067409232154844,40.76988765469323,8960800
2018-03-27,40.65714645385742,41.69785903175779,40.3449323496539,41.1428098974326,9574800
2018-03-28,39.93730545043945,40.83925626304067,39.67712822212489,40.55305899606159,9719600
2018-03-29,40.70918655395508,40.97803836704622,40.08476155231525,40.102107150740615,12284400
2018-04-02,39.97201156616211,40.50104066947335,39.200150733462436,40.4923662172328,9091600
2018-04-03,40.587764739990234,40.73520065088556,39.633780124396054,40.19749710330748,7615400
2018-04-04,40.570411682128906,40.69182752269104,39.61642724199769,39.9112957012201,7857200
2018-04-05,41.350955963134766,41.9580386086298,40.726527721101675,40.761218914177796,8644700
2018-04-06,40.76121139526367,41.264223677077716,40.084749796732446,41.108116645365335,9877900
2018-04-09,40.379615783691406,41.09076852516749,40.31023341460425,40.97802382956759,9558500
2018-04-10,42.339622497558594,42.86865149647323,41.12545747354687,41.12545747354687,10241400
2018-04-11,43.007423400878906,43.3803454644058,42.062109871434934,42.174854597423945,9195000
2018-04-12,43.545101165771484,43.978730940316105,42.80793187237867,43.41501421840767,8303700
2018-04-13,44.039459228515625,44.29096540816535,43.536450177550336,43.597158109419695,7340800
2018-04-16,44.02210235595703,44.23024614643042,43.42369433438767,44.07413913065871,6540700
2018-04-17,44.134849548339844,44.29095657295899,43.62316614727341,43.952725789062,6101300
2018-04-18,45.17557144165039,45.55716463299025,44.533797615683966,44.594505548207714,12603800
2018-04-19,45.106178283691406,45.66989844629766,44.72458518349133,45.2362685699339,11319100
2018-04-20,45.062828063964844,45.5138036535389,44.29964165853272,44.71592605467778,13149800
2018-04-23,45.140872955322266,45.66123083216095,44.02210699386943,45.08883948347196,7555400
2018-04-24,44.55112838745117,45.86069234375435,44.23891437645616,45.236264321764324,8459900
2018-04-25,44.88069534301758,44.967420001023285,43.99608993635807,44.230250482973844,6377000
2018-04-26,45.617862701416016,45.67857062081269,44.93272999560589,45.10617930340583,7121500
2018-04-27,45.81733703613281,45.973440757195476,45.01078515369661,45.32299590415555,5969700
2018-04-30,45.95609664916992,46.58052143364776,45.444413252745875,45.61786256000815,7944800
2018-05-01,45.479103088378906,45.82600833451463,44.87202387014181,45.66990130458692,5590600
2018-05-02,45.652557373046875,46.164240810137144,45.31432656533756,45.39238008314231,5203000
2018-05-03,45.366363525390625,45.635211959073295,44.785297710925136,45.583178485887615,4814300
2018-05-04,45.26228713989258,45.47910208686945,44.68122466999465,45.20157921940574,6262400
2018-05-07,45.1235237121582,46.39839660271251,45.080161386345715,45.479100077154065,5559900
2018-05-08,44.984764099121094,45.262286965515635,44.02210520891913,45.149545575522154,8970400
2018-05-09,45.70458984375,46.554504008390246,45.60919074117132,45.65255306734342,8434900
2018-05-10,45.71326446533203,46.31167586039162,45.45308718016136,46.25963908002401,6965900
