Price,Close,High,Low,Open,Volume
Ticker,XRAY,XRAY,XRAY,XRAY,XRAY
Date,,,,,
2018-01-02,60.8935432434082,60.97517357590418,59.85960516235247,59.85960516235247,1622300
2018-01-03,60.684932708740234,61.01143321134546,60.294938116659424,60.766556104495905,1533300
2018-01-04,60.67587661743164,60.85726660066971,60.43099252851751,60.81192256465235,1052400
2018-01-05,61.52840805053711,61.619109947306185,60.585171984304324,60.88446471705934,1329000
2018-01-08,61.945613861083984,62.099796005447836,61.15655307353156,61.55561925384536,1188500
2018-01-09,59.36076736450195,62.03631424948942,59.31542333433273,62.03631424948942,2678500
2018-01-10,56.92103576660156,59.56029978548727,56.74871392281979,59.378909827734525,4330500
2018-01-11,58.27240753173828,58.33589470284947,56.41313296392902,56.95730970482249,6594900
2018-01-12,59.669132232666016,59.76889877580938,58.12729006018472,58.53542780565743,1667100
2018-01-16,59.54216384887695,59.76890475696896,58.96170767772809,59.74169695513126,1236100
2018-01-17,56.8212776184082,58.45380813899757,55.78733608636778,58.45380813899757,5304600
2018-01-18,56.512908935546875,57.156852326989714,56.20454114164874,56.73964985871339,2223400
2018-01-19,56.186405181884766,57.102437049968884,56.03221954480596,56.703374244233885,2258300
2018-01-22,55.14338302612305,56.45848086267372,54.98012931070068,56.268019347944744,2822000
2018-01-23,55.478973388671875,55.59687965014575,54.055040514768415,54.41782741478389,6530100
2018-01-24,56.07756423950195,56.685228225377955,55.56059177507808,55.94151830784434,5513200
2018-01-25,56.966392517089844,57.16592218289559,55.85989567119969,55.91431473994236,2563100
2018-01-26,56.993595123291016,57.06615041520493,56.349651770966325,56.921036371585394,1802600
2018-01-29,56.21360397338867,57.07522009240629,56.15918491141785,56.86661887787219,2042200
2018-01-30,55.68758010864258,56.476637665804795,55.43362788557782,56.1047826368164,1518500
2018-01-31,55.1524772644043,55.778281124174505,54.71713499763465,55.778281124174505,1918000
2018-02-01,55.07990646362305,55.270368015037285,54.680843671165775,54.916652716755976,1383700
2018-02-02,54.47224426269531,54.95293394475763,54.45410457245626,54.83502768809988,1374000
2018-02-05,53.093658447265625,54.90758593674002,53.08458687233467,54.47224375444122,2008100
2018-02-06,53.021095275878906,53.24783619319942,51.71506883763781,51.778556017704204,2072000
2018-02-07,52.8759765625,53.64689768925467,49.22998251845843,52.68551503910321,2284100
2018-02-08,51.560882568359375,53.04830587355955,51.560882568359375,52.8759805642896,2747400
2018-02-09,51.86017608642578,52.50411937683217,51.19809310983721,51.805757027879224,3480700
2018-02-12,52.04158401489258,52.54948153059837,51.61530992010321,52.23204558328225,1577800
2018-02-13,51.687862396240234,51.94181112319527,50.971360248283474,51.506468965647244,1564900
2018-02-14,51.86017608642578,52.014358229287296,51.2162327960194,51.2162327960194,1836900
2018-02-15,52.33180236816406,52.50412421308063,51.606232152999965,52.32273079434168,1855300
2018-02-16,52.993892669677734,53.54714111575972,52.522271100227385,52.522271100227385,1939200
