Date,Close,High,Low,Open,Volume,return_1d,volatility_21d,ma_20,ma_50,ma_200,rsi,macd,macd_signal,ema_50,ema_200,stoch_k,stoch_d,bb_upper,bb_lower,obv,anomaly
,,,,,,,,,,,,,,,,,,,,0.0,1
2018-01-02,136.64175415039062,138.7082504139158,136.20227020387873,138.35293359293064,571600.0,,,,,,,0.0,0.0,136.64175415039062,136.64175415039062,,,,,0.0,1
2018-01-03,139.19448852539062,139.28800121094216,136.05265348249625,136.09940982527198,1007600.0,0.01868194967835679,,,,,,0.20363693019942275,0.04072738603988455,136.74186138078278,136.66715449243043,,,,,1007600.0,1
2018-01-04,141.75660705566406,142.84127733045497,139.55918701356322,139.55918701356322,778200.0,0.01840675271999781,,,,,,0.5652464086373357,0.1456311905593748,136.9385180739154,136.7177958114676,,,,,1785800.0,1
2018-01-05,144.11293029785156,144.2625448666,141.85006345064613,142.1025362519053,1275200.0,0.01662231687911553,,,,,,1.0300859291989468,0.3225221382872892,137.21986757289326,136.79137923919282,,,,,3061000.0,1
2018-01-08,145.0012664794922,145.34723770570903,143.79501856598077,144.3654116586264,566200.0,0.006164167086219141,,,,,,1.4534019905196942,0.5486981087337702,137.52502047119125,136.87306965949432,,,,,3627200.0,1
2018-01-09,145.98306274414062,146.17008808030414,144.90773840135006,145.1228004163022,626200.0,0.006770949581928587,,,,,,1.8468168176173663,0.8083218505104894,137.85670840346378,136.963716356854,,,,,4253400.0,1
2018-01-10,144.75814819335938,146.27295664852772,144.32802409109215,145.9924471331501,627000.0,-0.00839079909515339,,,,,,2.0362874807498486,1.0539149765583613,138.12735310110676,137.04127289254063,,,,,3626400.0,1
2018-01-11,145.60906982421875,145.67451729058402,144.5617962181121,145.46881506198403,521800.0,0.005878229595219553,,,,,,2.2294073898738134,1.2890134592214517,138.4207537569151,137.1265246033036,,,,,4148200.0,1
2018-01-12,147.03970336914062,147.32957267954308,145.60904793726172,146.39450302377747,564900.0,0.009825167804786927,,,,,,2.4694304232282605,1.5250968520228134,138.75875178092397,137.22516319798854,,,,,4713100.0,1
2018-01-16,145.431396484375,148.21790033298922,144.8984141484201,147.56335436425863,588700.0,-0.010937908931494489,,,,,,2.5010430149835656,1.7202860846149641,139.0204241222358,137.30681726053965,,,,,4124400.0,1
2018-01-17,147.18934631347656,147.77843060791142,145.6932288686186,146.72181139546262,680800.0,0.012087828842999748,,,,,,2.637544114378528,1.903737690567677,139.3407740120884,137.40515088295692,,,,,4805200.0,1
2018-01-18,147.34828186035156,147.66620212716757,146.20749570951202,146.684376109736,780700.0,0.0010798033339758373,,,,,,2.727110556511292,2.0684122637564,139.65479392770658,137.50408750959767,,,,,5585900.0,1
2018-01-19,148.8444366455078,149.73276456527304,147.60080609390843,148.01222491122985,786800.0,0.010153866514536203,,,,,,2.8855568908270186,2.231841189170524,140.0151720735027,137.61692680448235,,,,,6372700.0,1
2018-01-22,150.05064392089844,150.05998948190668,146.99296184341148,149.22777797514485,491100.0,0.008103811620876034,,,,,,3.073033580526385,2.4000796674416964,140.40871998908685,137.74064538275513,99.93328095357577,,,,6863800.0,1
2018-01-23,150.39663696289062,150.64910982703088,148.73221370810575,149.81689819963844,518400.0,0.0023058417674941545,,,,,85.41180204840367,3.2124972857143916,2.5625631910962356,140.8004030076674,137.8665756472341,98.2703139845666,,,,7382200.0,0
2018-01-24,151.65896606445312,152.80909786970827,150.67713996668462,151.03247103986595,509000.0,0.008393333302219919,,,,,84.37353773854849,3.3858526835138036,2.7272210895797495,141.2262290098943,138.0038133628283,91.31970156069589,96.50776549961274,,,7891200.0,0
2018-01-25,152.219970703125,153.07088744554756,151.5747846778457,152.2573814764345,470200.0,0.003699119499690262,,,,,82.43487029873718,3.5278397306465763,2.8873448177931147,141.65735613511902,138.1452676647218,92.41662873591815,94.00221476039354,,,8361400.0,0
2018-01-26,156.3717041015625,156.3717041015625,152.48182493939487,153.08961454559972,838700.0,0.027274564429752957,,,,,84.19421373282928,3.930072249721121,3.0958903041787162,142.23438938870504,138.3266252412078,100.00000000000001,94.57877676553801,,,9200100.0,1
2018-01-29,151.2475128173828,155.8200027423463,151.21946186989464,155.35246792683662,964200.0,-0.03276930000616707,,,,,64.09283449972045,3.791657143708534,3.23504367208468,142.5878452094375,138.4551912867419,57.45327607737091,83.28996827109636,,,8235900.0,0
2018-01-30,151.1353759765625,152.13589350558132,149.73277090871505,150.59303363816375,778900.0,-0.0007414127923922598,,147.0995651245117,,,62.09951023181215,3.6310571030496703,3.3142463582776784,142.9230424944228,138.58136227868042,56.52219155235178,71.32515587657423,156.44249812523617,137.75663212378726,7457000.0,0
2018-01-31,151.28494262695312,152.20132134005578,150.20027245990588,151.12598246685167,668000.0,0.0009896203944588233,,147.83172454833985,,,66.14259404625324,3.4757825350085056,3.3465535936238444,143.2509601466789,138.70776606324034,56.928017349418795,56.96782832638049,155.93708095851198,139.72636813816771,8125000.0,0
2018-02-01,152.9493408203125,153.44492656524892,150.37789942872442,151.17270002530654,576600.0,0.01100174389108588,0.012428823681688033,148.51946716308595,,,67.45228531293174,3.447291119232773,3.3667010987456303,143.63128880054688,138.8494732747535,70.17103816579956,61.20708235585672,155.83474553896528,141.20418878720662,8701600.0,0
2018-02-02,148.3114013671875,152.26674208791374,147.9654301540362,151.55609427310725,786700.0,-0.03032337000114127,0.014283737143462098,148.84720687866212,,,52.623480690461896,3.0157053400226346,3.296501947001031,143.81482262668968,138.94362181298666,29.74724105035471,52.282098855191016,155.43822009481178,142.25619366251246,7914900.0,0
2018-02-05,141.4854278564453,148.40495385187754,141.27036576906792,147.6194842723504,1363100.0,-0.04602460396043684,0.017413759810898245,148.7158317565918,,,43.30158920931177,2.098679217676022,3.0569374011360297,143.72347381217028,138.96891341540913,1.4241260121603034,33.78080174277152,155.79112813420838,141.64053537897522,6551800.0,1
2018-02-06,147.6849365234375,147.71298747789967,137.77319026316678,141.07398573986484,1982000.0,0.04381729455051975,0.019583417656224348,148.85001525878906,,,50.73104370956683,1.850842585652515,2.815718438039327,143.87882529104348,139.055640013499,53.29321657845803,28.154861213657682,155.72772578645834,141.97230473111978,8533800.0,0
2018-02-07,147.72230529785156,150.77998717230136,146.27294442801545,146.82464638757438,1034000.0,0.00025303037191015676,0.019553225655878893,148.9369773864746,,,50.55370675408391,1.6385573478591482,2.580286220003291,144.02954999719282,139.1418754889652,53.49414002179745,36.07049420413859,155.70516691020177,142.16878786274745,9567800.0,0
2018-02-08,142.26148986816406,149.72334135952494,141.99032595924777,147.6942420183667,1665200.0,-0.03696676286412459,0.02117743603080134,148.81214447021483,,,41.27836220329814,1.0179433825717865,2.26781765251699,143.96021430585836,139.1729164280617,24.132571258093787,43.63997595278309,155.98486625898073,141.63942268144893,7902600.0,0
2018-02-09,144.59913635253906,148.25526125494338,139.59650918555425,144.6271872940489,2309600.0,0.016432039946589372,0.021436270862277566,148.76164779663085,,,42.98762200560252,0.7065857973244363,1.9555712814784794,143.98527007239485,139.22690866611623,36.701567386962125,38.109426222284455,156.04271852126504,141.48057707199666,10212200.0,0
2018-02-12,148.93788146972656,150.90153329373553,145.60903604985037,146.61891290779528,1214600.0,0.030005332166088694,0.022383258174661472,148.85655670166017,,,48.2983653442588,0.8007031310821162,1.724597651399207,144.17949012719217,139.32353526117703,60.03001800880898,40.28805221795496,156.09246523520147,141.62064816811886,11426800.0,0
2018-02-13,151.10723876953125,151.26619887432696,146.54409498752378,147.43240816986614,754000.0,0.014565517371385672,0.022496964527423977,149.14034881591797,,,49.36974819210915,1.0383711044541144,1.5873523420101885,144.4511665445388,139.4407860423547,71.69416127667674,56.14191555748261,156.25483154559583,142.02586608624011,12180800.0,0
