Date,Close,High,Low,Open,Volume
,DAL,DAL,DAL,DAL,DAL
2018-01-02,52.409366607666016,52.409366607666016,51.605766122179986,51.99371179164627,5297600
2018-01-03,51.43950653076172,52.28005140862597,50.86682849355207,52.15997608574802,9332000
2018-01-04,51.43950653076172,51.59653325662755,50.73751443904122,51.47645441020588,9026100
2018-01-05,51.69813919067383,51.77203142748682,51.171644230535,51.46722022487456,5191300
2018-01-08,50.50659942626953,51.75356050487171,50.34033747931671,51.65195559022898,9654700
2018-01-09,50.03551483154297,51.00537721007841,49.76765153580437,50.61743155395554,10374700
2018-01-10,51.596534729003906,51.679665698353666,50.54354479960282,50.56201873985208,12318300
2018-01-11,54.05351257324219,54.68161244949144,51.9660031246656,52.741890999823866,25935300
2018-01-12,55.263526916503906,55.88238803484502,54.41374331579743,54.598479187563505,12268400
2018-01-16,54.82015609741211,56.15025147480233,54.404504815521136,55.60528262402016,12082900
2018-01-17,55.161922454833984,55.5683385571555,54.93100349415373,55.078791488047344,6088100
2018-01-18,54.91253662109375,55.46674078862867,54.70932678201034,55.23582179823176,5846600
2018-01-19,55.4297981262207,55.43903685989164,54.57078264268218,55.134222072551765,6192400
2018-01-22,55.5406379699707,55.5683471219892,54.857116190645655,55.32819291622563,7055600
2018-01-23,55.35589599609375,55.67918114599497,54.87558411370918,55.512919205033235,7427100
2018-01-24,52.46479415893555,52.77884412828645,51.31943793439284,52.132270247441156,21197900
2018-01-25,50.62667465209961,52.7788375522751,50.33109866171966,52.64952349692684,18385800
2018-01-26,51.042320251464844,51.63347568958305,50.64514292173884,51.08850685766998,9431500
2018-01-29,51.50416946411133,51.910589137514705,50.80217729189187,50.80217729189187,8781700
2018-01-30,51.83668899536133,52.224634694183244,51.19011517968735,51.3563771186762,7026800
2018-01-31,52.43708419799805,52.89892217382307,51.94753707115765,52.002955373188406,8609600
2018-02-01,52.11379623413086,52.815791940447966,51.72585402027997,52.19692721189093,5492900
2018-02-02,50.451175689697266,51.9752423044586,50.37728345137795,51.79974515534934,8963000
2018-02-05,48.51145935058594,50.54354706293132,48.492985409509416,49.87849927835254,9476700
2018-02-06,49.04718780517578,49.41665956649233,47.34762404549859,47.911066895911596,12240800
2018-02-07,49.739952087402344,50.294159811521396,48.770092974624475,48.797805651134276,8995400
2018-02-08,47.319915771484375,49.78613224824813,47.30144183072262,49.73994563457178,12197900
2018-02-09,46.60867691040039,48.03113839307651,44.816747246518894,47.984955310868756,19053400
2018-02-12,48.077327728271484,48.48374736106306,46.84884066875894,47.310678597990254,10610200
2018-02-13,48.188175201416016,48.29901885830516,47.43999989690797,47.90183789664649,8220600
2018-02-14,48.21588134765625,48.56687916651519,47.800226499473794,47.92954055812082,7797900
2018-02-15,48.908634185791016,49.10260525762928,48.01266753461875,48.55763639612401,4877800
2018-02-16,48.81626892089844,49.43513359365802,48.74237668263178,48.83474286135107,5556500
2018-02-20,48.46527099609375,49.14878912397155,48.30824427576922,48.52068928976062,6719400
2018-02-21,49.10260772705078,50.23872859236757,48.56687756976312,48.650005013122765,7604700
2018-02-22,48.81926727294922,49.655374136428634,48.726368085396764,49.4788607186514,4899800
2018-02-23,49.66466522216797,49.68324576942075,48.89359200250105,49.051521338334176,4270200
2018-02-26,50.807334899902344,50.90952612297171,49.93407056945989,50.733016265591495,7397700
2018-02-27,49.81330108642578,51.10461886870444,49.72969040406863,50.7144380469555,5979200
2018-02-28,50.073429107666016,50.63083133787162,49.571764974154796,50.04555651544187,6328200
2018-03-01,49.562461853027344,51.05816187394875,49.24659971479626,50.045545331726416,7876800
2018-03-02,49.47885513305664,49.636787986719206,48.131799346229045,49.032932704166086,6860500
2018-03-05,49.971229553222656,50.249930621930325,48.847133234571764,49.1537033469873,5964000
2018-03-06,50.01768112182617,50.2685131567611,49.683238408579605,50.09199975594957,4690900
2018-03-07,49.72969436645508,49.85046614923314,49.35809406049658,49.57176503379503,4554400
2018-03-08,50.76088333129883,51.104614532321975,50.03625984160777,50.12915901684331,6740700
2018-03-09,52.10795211791992,52.10795211791992,50.70515447087871,51.03959368891272,6975900
2018-03-12,52.1729736328125,52.47025525115177,51.62485998452264,52.256584309462696,6337600
2018-03-13,52.572444915771484,52.962625699338645,51.522667238654186,52.358773980407136,9137400
2018-03-14,52.16368865966797,53.194882349574705,52.033624841958556,52.600319072695505,7157000
2018-03-15,52.3401985168457,52.53528892756431,51.84782646773398,52.46097028990437,4266300
2018-03-16,52.66534423828125,53.24133045928,52.423804258802924,52.45167330231449,6546600
2018-03-19,51.98717498779297,52.702510034135884,51.587702123681,52.52600016966555,6121000
2018-03-20,52.48884963989258,52.693232135363004,51.977896945093875,52.17298739410981,4363500
2018-03-21,51.977882385253906,52.358774674014604,50.863074562773996,51.550540508864124,9313900
2018-03-22,50.788761138916016,52.02434093723633,50.751603588735925,51.55983789315386,6631400
