Date,Close,High,Low,Open,Volume
,HAS,HAS,HAS,HAS,HAS
2018-01-02,70.45606994628906,70.58614599585222,69.4077966250429,70.05818271057747,1223300
2018-01-03,69.85157775878906,70.6014325849361,68.82625855209395,70.6014325849361,1677500
2018-01-04,69.40780639648438,70.35660512351801,69.27773032860871,70.04289191054026,1291400
2018-01-05,70.70858001708984,70.99168604796118,68.85688467186073,69.76742876356285,1644200
2018-01-08,71.29008483886719,71.38190630664502,70.14999600978673,70.471362390432,1257000
2018-01-09,71.87926483154297,72.82041009813578,71.16001123699169,71.49668412596775,1324700
2018-01-10,70.63204956054688,72.07055678152904,70.33363707060236,71.72623063624955,1239300
2018-01-11,70.70858001708984,70.86926323838095,69.32363367368121,70.46372272249097,1218100
2018-01-12,70.73918151855469,71.74919451043054,70.34130008927235,70.86926341606629,1328800
2018-01-16,69.92810821533203,71.06819720268453,69.85924648322755,70.83865225795067,1521300
2018-01-17,70.10408020019531,71.27477605169736,69.79801451355723,69.97399834291487,1387000
2018-01-18,69.26240539550781,70.50196892993924,67.56375203935545,69.56082370374708,1909800
2018-01-19,70.82332611083984,70.95340796492518,68.51254161702937,69.30831004765555,1859900
2018-01-22,69.52256774902344,70.76977877389946,68.62733028016669,70.65500339226486,1695300
2018-01-23,72.3536605834961,74.57262982537922,68.8951336017423,70.28007387662228,3606800
2018-01-24,73.27948760986328,74.1670774288517,71.35128390039964,72.24652112844645,2354200
2018-01-25,73.1111831665039,74.17475717730605,72.86633172166569,73.83043100199926,1475000
2018-01-26,71.45841979980469,73.53965965798301,69.98931137204985,73.09586466281186,2644900
2018-01-29,72.07818603515625,72.3077367408489,71.02226563194735,71.42780015264968,935500
2018-01-30,72.13175201416016,72.67502166555272,71.44311152548731,71.94046169225828,1351800
2018-01-31,72.80149841308594,73.06323890546862,72.25492976141703,72.68602483918858,947200
2018-02-01,73.70217895507812,74.13327988992056,71.9469994919638,72.6244354278166,1462000
2018-02-02,72.4551010131836,73.42506517175529,72.17026691207398,72.94008309246944,1823300
2018-02-05,70.30728149414062,72.70140920655886,70.28418795884859,72.37038816317286,1990900
2018-02-06,72.3088150024414,72.624436499141,69.19875774851351,69.74532638775803,2692700
2018-02-07,78.6905746459961,79.59125775252714,70.90003637523044,71.2079638801688,7270600
2018-02-08,74.27186584472656,78.14404019730165,74.11789908848995,77.75913211655691,3362700
2018-02-09,75.23413848876953,76.19640872186771,73.16333106770821,75.2110390696608,2911500
2018-02-12,74.38731384277344,76.46582045151168,74.16406651035916,75.75759118033997,1313000
2018-02-13,73.5636215209961,74.9723863339074,72.924678648712,74.23336361399421,1987900
2018-02-14,74.44891357421875,74.88770851185734,72.88618784672045,73.25570215520958,1370200
2018-02-15,74.94927215576172,75.3033867444779,73.60979421179546,74.49507774697149,1270600
2018-02-16,76.09632873535156,77.51279357025531,73.67140657723039,74.84923027414685,2570400
2018-02-20,75.26492309570312,76.17330639601349,74.86462127823148,75.8422852135301,1403700
2018-02-21,76.26566314697266,77.18174597345828,75.11863906785689,75.58052744634658,1916800
2018-02-22,74.91078186035156,76.25795965856987,74.65674708205594,76.05781175727383,1426100
2018-02-23,75.03398895263672,75.22644301032862,73.8792646064853,74.82613528131968,1290000
2018-02-26,75.84228515625,76.13481905459602,74.94930146876558,75.29571638990767,1230900
2018-02-27,74.8569107055664,77.40500581288354,74.84151696886013,76.11940855177252,979600
2018-02-28,73.57129669189453,75.81146351708227,73.55590295992238,75.14942145093784,1398000
2018-03-01,72.67063903808594,74.56438588779045,72.53207190892559,73.94853067524873,1150800
2018-03-02,73.63291931152344,73.84846690372827,72.01630649675579,72.3319280787039,888400
2018-03-05,74.51818084716797,74.79531503871262,72.96314945314197,73.44043742151979,768100
2018-03-06,73.80225372314453,74.65674985677411,73.42503969689879,74.51818275744961,701800
2018-03-07,72.53206634521484,74.18717196288593,72.47047965403868,73.4789367608203,1152100
2018-03-08,71.88541412353516,72.58594948473396,71.63907324477697,72.37809588105152,864000
2018-03-09,70.4073715209961,70.93854644696142,69.16026747129794,70.11484355176174,3198300
2018-03-12,69.33734130859375,70.96165387634092,69.28345441231342,70.82308673258704,1980400
2018-03-13,68.7830581665039,69.98397511578091,68.62909731637531,69.69914108249003,1353500
2018-03-14,68.15180969238281,69.28344015462515,67.42048684004266,69.07559241838248,2079300
2018-03-15,67.85929107666016,68.23649932497443,67.20494855968167,68.03634549244344,1707200
2018-03-16,67.54364776611328,68.29037015475065,67.29730690449131,67.91316199516095,1928200
2018-03-19,66.55060577392578,67.19725441300899,66.19649103930718,67.05868726700768,1536400
2018-03-20,65.97322845458984,66.86621782837852,65.68840029516721,66.60447733587048,1636300
2018-03-21,66.66606140136719,67.09716233560874,65.75767832764244,66.188779261884,1689200
2018-03-22,65.17265319824219,66.25039135969314,65.05717957430602,66.15031735133911,1957400
2018-03-23,64.83393096923828,66.15801597035153,64.71075753972431,65.6268408337292,1586600
2018-03-26,65.49595642089844,65.57293685769011,64.62606045278298,65.29580258665538,754800
2018-03-27,64.71843719482422,66.20418245460682,64.32582935204235,65.86546150214949,908700
2018-03-28,64.52598571777344,65.64991652683621,64.40281819499312,64.90319396490356,1052100
2018-03-29,64.89551544189453,65.32661068383457,64.63377484983651,64.63377484983651,1084300
2018-04-02,64.47209930419922,65.33429546298862,64.20266483996217,64.64145978835704,1454500
2018-04-03,64.85700225830078,65.17262965817424,64.36432045581128,64.84160852151128,1057700
2018-04-04,65.56523132324219,65.74999140327573,64.23345285074156,64.47209394591363,830600
2018-04-05,65.7422866821289,66.42742244296912,65.67300018898996,66.07330779256417,685600
