Price,Close,High,Low,Open,Volume
Ticker,SEE,SEE,SEE,SEE,SEE
Date,,,,,
2018-01-02,43.55058288574219,43.89426697125143,43.339088607195976,43.612272358762525,1837200
2018-01-03,43.58583450317383,43.66514570067823,43.41840124694945,43.594648726030464,1647800
2018-01-04,43.682777404785156,43.929521895907556,43.568216021774795,43.65634145549106,1842500
2018-01-05,43.55058288574219,43.91189205473711,43.391963857653,43.81495577638637,2240400
2018-01-08,43.74446105957031,43.93833364116653,43.515341668117735,43.550588477974095,2106800
2018-01-09,43.15403366088867,43.81495921610355,43.11878349114999,43.726833791756846,2576200
2018-01-10,42.88084411621094,43.14521363038511,42.81915800829165,43.10996346539101,2221200
2018-01-11,42.872039794921875,43.09234831727679,42.49310886754013,42.93372591224995,2760000
2018-01-12,43.05709457397461,43.24215291060246,42.88965795942856,43.11878068618389,2101000
2018-01-16,42.678165435791016,43.29502994493117,42.4754820070926,43.198093661283856,2354500
2018-01-17,42.73984909057617,43.013032841345854,42.70459892370765,42.995407757911586,2048500
2018-01-18,42.95133972167969,43.074711923947675,42.634094994910356,42.634094994910356,1658200
2018-01-19,43.26860046386719,43.585845332708885,43.19810347170342,43.19810347170342,2373900
2018-01-22,43.15403366088867,43.436028295515726,42.775102740300845,43.26859167007758,1847900
2018-01-23,43.18045425415039,43.356701678536155,42.83677362550017,43.02183190836721,1262100
2018-01-24,43.09234619140625,43.577024244348216,42.8015373426564,43.356715732861765,1615300
2018-01-25,43.25096893310547,43.682771736539245,43.02184619681556,43.25096893310547,1877800
2018-01-26,43.162845611572266,43.43602939147813,43.048284237851576,43.33909310307149,1604700
2018-01-29,42.73984909057617,43.50652173094148,42.713413146245244,43.18046609150995,3253700
2018-01-30,42.44022750854492,42.96015568099594,42.41379156538936,42.66934685972162,3081400
2018-01-31,41.726436614990234,42.14061775071626,41.56781419542033,41.911498345582835,3826300
2018-02-01,41.4532585144043,41.885061399672516,41.34750798762526,41.49731955307468,2506300
2018-02-02,40.73063659667969,41.37393701392961,40.66013626302115,41.24175056914033,2290400
2018-02-05,39.18849182128906,40.67777663223577,38.97699410247827,40.58084031784925,3949000
2018-02-06,39.02104187011719,39.18847848768557,37.95474949794832,38.501113656653196,4568400
2018-02-07,39.0915412902832,39.831777994452025,38.73904634100625,39.02104095577142,3915300
2018-02-08,37.558189392089844,39.73483828863543,37.54056430998186,39.10034877931089,4542200
2018-02-09,36.71220779418945,38.05168385892951,35.919095860579915,37.85781130590476,4418900
2018-02-12,37.47006607055664,37.681560325387835,36.359709466950875,36.87082674580064,6423800
2018-02-13,36.76508331298828,37.188075226798624,36.35971312081758,37.15282506023753,3141600
2018-02-14,37.46125030517578,37.46125030517578,36.5095194743758,36.5095194743758,3718700
2018-02-15,37.796138763427734,37.9107001642158,37.15283812485831,37.67276649872156,2440400
2018-02-16,37.593441009521484,37.81374950192647,37.26738538202153,37.67275220125291,2291700
2018-02-20,37.073516845703125,37.74325661762371,36.976580560690316,37.37313656226945,1762300
2018-02-21,37.18808364868164,37.78732316936464,37.152833474137545,37.152833474137545,1644400
2018-02-22,36.95895767211914,37.72563377460894,36.83558543355059,37.27620249223335,2734200
2018-02-23,37.593441009521484,37.61106609231078,36.99420164124865,37.13519894192221,1643200
2018-02-26,37.716827392578125,37.866638971730936,37.223338335703176,37.66395548599414,1928500
2018-02-27,37.13520812988281,38.00763145478274,37.13520812988281,37.63751134791434,1865900
2018-02-28,37.33788299560547,37.81375015420261,37.0999494163069,37.17926060940643,2837100
2018-03-01,37.01059341430664,37.67402422117802,36.86021401006967,37.34673263461554,2924600
2018-03-02,38.13400650024414,38.19592644410053,36.80714477580633,36.842528564976796,5231400
2018-03-05,38.86819076538086,39.00972250834877,37.81554863795596,37.83324052762482,4784700
2018-03-06,39.26626205444336,39.328182000343155,38.487835538923726,38.868202849099,2621600
2018-03-07,38.75320053100586,39.23971571150302,38.66474107812622,39.07164443822326,2784200
2018-03-08,38.74435806274414,38.92127361770131,38.532062096302376,38.77089758933702,1340800
2018-03-09,39.49625778198242,39.53163820193607,38.735523075637104,38.9920505230111,2019100
2018-03-12,39.452030181884766,39.690865755276,39.37241832408768,39.57587347409053,936500
2018-03-13,39.575870513916016,39.823550331032365,39.4962586620737,39.67317088893713,1035500
2018-03-14,39.10704040527344,39.60240337260704,39.045120456154756,39.60240337260704,1394100
2018-03-15,38.96549987792969,39.23087151101764,38.87704379169484,39.133571165912656,1896600
2018-03-16,39.009735107421875,39.46087000372453,38.88589521412594,38.96550705615675,2847800
2018-03-19,38.74435806274414,39.213184789538175,38.638210079523255,38.89473746549198,2354600
2018-03-20,38.655906677246094,38.97435404005034,38.611678626719716,38.78859082882523,2635800
2018-03-21,37.957096099853516,38.66475510775137,37.957096099853516,38.64706321075588,2223000
2018-03-22,36.97520446777344,38.0190023948611,36.93982068649312,37.674018963335755,2047900
2018-03-23,36.373695373535156,37.30249774180735,36.311775440609225,37.107893684490115,2226400
2018-03-26,37.24058532714844,37.3113529072839,36.74522576373599,36.82483760419641,1983600
