Date,Close,High,Low,Open,Volume,return_1d,volatility_21d,ma_20,ma_50,ma_200,rsi,macd,macd_signal,ema_50,ema_200,stoch_k,stoch_d,bb_upper,bb_lower,obv,anomaly
,,,,,,,,,,,,,,,,,,,,0.0,1
2018-01-02,55.3849983215332,55.7944689748736,54.0091766763884,54.0091766763884,8509000.0,,,,,,,0.0,0.0,55.3849983215332,55.3849983215332,,,,,0.0,1
2018-01-03,55.0082893371582,56.375919901012224,54.95096369220704,56.20394296615873,6057500.0,-0.0068016429681562185,,,,,,-0.03005085915242489,-0.0060101718304849784,55.370225420185164,55.38124997342997,,,,,-6057500.0,1
2018-01-04,53.927284240722656,55.54059962789277,53.28031985333824,55.05742725201311,7124500.0,-0.01965167631027065,,,,,,-0.13948654442451414,-0.03270544634929081,55.31363949157879,55.36678265270652,,,,,-13182000.0,1
2018-01-05,54.50054550170898,54.65614009858797,54.00917572790861,54.36132073351823,5549700.0,0.010630263864714218,,,,,,-0.17790692039177003,-0.06174574115778665,55.28175345276037,55.35816337757222,,,,,-7632300.0,1
2018-01-08,55.01647186279297,55.95006436144264,54.25485627199711,55.0328479381966,8337200.0,0.009466443983901396,,,,,,-0.16482440642902674,-0.08236147421203467,55.271350253153805,55.35476346200228,,,,,704900.0,1
2018-01-09,56.62160110473633,57.34226720100702,56.09747917144377,56.93279655012056,18160800.0,0.029175430331963792,,,,,,-0.02465173480542404,-0.07081952633071255,55.324301266941355,55.36736881168123,,,,,18865700.0,1
2018-01-10,57.92372131347656,58.76722985884078,56.75263499615818,56.84271903964624,10985200.0,0.02299688075460149,,,,,,0.18932392753200844,-0.01879083555816835,55.42623930798195,55.392805154982675,,,,,29850900.0,1
2018-01-11,60.601654052734375,60.65078852962501,57.73535960429423,58.0629373622926,12186000.0,0.046232056203107996,,,,,,0.5684354036912325,0.09865441229171182,55.62919674895264,55.44463449724886,,,,,42036900.0,1
2018-01-12,62.89469528198242,63.05848104522701,60.97017819971349,61.043886166792014,14846000.0,0.0378379314078241,,,,,,1.0419028360216203,0.28730409703769355,55.91411826005185,55.51876445530591,,,,,56882900.0,1
2018-01-16,61.387813568115234,63.53344113107559,61.12575271102283,62.96017871066967,10167900.0,-0.02395880458775146,,,,,,1.280772478638383,0.48599777335783145,56.12877297801512,55.577162953940835,,,,,46715000.0,1
2018-01-17,62.91106796264648,63.26321295783444,61.28137658864924,61.41240394256572,7083700.0,0.02481362840592216,,,,,,1.5748385323475915,0.7037659251557835,56.39474533035361,55.65013713313194,,,,,53798700.0,1
2018-01-18,63.795536041259766,63.80372720467288,62.45247265075131,62.94383623907906,7668600.0,0.014059021842363961,,,,,,1.8578411444325411,0.9345809690111351,56.68497241705581,55.73118587848645,,,,,61467300.0,1
2018-01-19,63.959320068359375,64.01664571462598,62.968401755449904,64.01664571462598,7808100.0,0.0025673273909585514,,,,,,2.071460251282737,1.1619568254654555,56.97024095240105,55.81305786047524,,,,,69275400.0,1
2018-01-22,64.35240173339844,64.40153620659366,63.5252693624673,63.96749836530101,5621600.0,0.006145807438524109,,,,,,2.2465762056980267,1.3788807015119697,57.25973745361664,55.89802645622572,99.55819155356292,,,,74897000.0,1
2018-01-23,63.975685119628906,64.45066623985478,63.746376348455016,64.35239730023399,5372700.0,-0.005853963544829366,,,,,78.123196247971,2.328121839475422,1.5687289291046602,57.52310795032301,55.978401169294415,95.74783893184176,,,,69524300.0,0
2018-01-24,62.9683952331543,64.11491428775622,62.542548511858485,64.11491428775622,9765100.0,-0.015744886273450054,,,,,75.02565295710596,2.285125956596765,1.7120083346030812,57.7366486280811,56.047953349034316,86.73030400839046,94.01211149793171,,,59759200.0,0
2018-01-25,62.48521041870117,63.5170717389772,62.0429814608579,63.50888682629441,6347700.0,-0.007673449714956648,,,,,77.95598389490566,2.186853744566278,1.8069774165957206,57.922866737517175,56.11200565818523,81.17648223780962,87.88487505934728,,,53411500.0,0
2018-01-26,63.017520904541016,63.07484653685863,62.09211962626368,62.74727506534386,4981200.0,0.008518983648657663,,,,,77.89684780815963,2.127401950597232,1.871062323396023,58.12265709700831,56.18071725267634,85.94378141774156,84.61685588798055,,,58392700.0,0
